StockCode,Description,Transactions,Unique_Prices,Min_Price,Max_Price,Avg_Price,Total_Quantity,Total_Revenue,Price_Range,Price_Variation_%
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,686,5,2.75,6.63,3.189533527696793,14492,41555.54,3.88,121.64788256048848
21900,"KEY FOB , SHED",686,3,0.53,1.63,0.6632361516034986,8176,5187.24,1.0999999999999999,165.85344410743326
22505,MEMO BOARD COTTAGE DESIGN,683,4,3.86,10.79,4.919487554904832,3648,16812.74,6.93,140.86833074901563
22616,PACK OF 12 LONDON TISSUES ,683,8,0.2,0.83,0.3106442166910688,38084,10809.66,0.6299999999999999,202.80435499835033
22464,HANGING METAL HEART LANTERN,682,4,0.79,3.29,1.620674486803519,7541,11782.15,2.5,154.2567628698091
20711,JUMBO BAG TOYS ,681,7,1.3,2.08,1.9528634361233481,11469,20532.63,0.78,39.941348973607035
22759,SET OF 3 NOTEBOOKS IN PARCEL,681,3,1.45,3.29,1.6658590308370045,8978,14333.1,1.84,110.453523733968
21669,BLUE STRIPE CERAMIC DRAWER KNOB,679,5,1.06,3.29,1.2867157584683357,10073,12338.81,2.23,173.3094496840949
82552,WASHROOM METAL SIGN,678,5,1.06,2.46,1.3593805309734512,6836,9209.91,1.4,102.98808671310462
21877,HOME SWEET HOME MUG,676,8,0.8,3.29,1.3135059171597632,13987,15564.11,2.49,189.5689975561137
22295,HEART FILIGREE DOVE LARGE,676,3,1.45,3.29,1.6537278106508873,8482,13717.02,1.84,111.26377558322602
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,675,3,3.39,7.46,3.7497925925925926,3516,12816.58,4.07,108.53933649663587
22722,SET OF 6 SPICE TINS PANTRY DESIGN,675,3,3.45,4.25,3.9175555555555555,5378,20553.7,0.7999999999999998,20.420897384990635
47566B,TEA TIME PARTY BUNTING,674,5,3.75,4.95,4.725222551928784,5646,24414.3,1.2000000000000002,25.395629238884705
22090,PAPER BUNTING RETROSPOT,674,3,2.55,5.79,2.9079228486646884,7734,21218.140000000003,3.24,111.41973733889814
22748,POPPY'S PLAYHOUSE KITCHEN,673,3,1.85,4.13,2.112109955423477,3604,7414.610000000001,2.28,107.94892539308452
84375,SET OF 20 KIDS COOKIE CUTTERS,673,5,1.65,4.13,2.0886032689450222,7585,15209.070000000002,2.48,118.73963987678123
23207,LUNCH BAG ALPHABET DESIGN,671,3,1.45,4.13,1.6529210134128165,7554,12029.06,2.6799999999999997,162.13720911361364
22352,LUNCH BOX WITH CUTLERY RETROSPOT ,670,3,2.1,4.96,2.544238805970149,5412,12875.59,2.86,112.41083161253991
22488,NATURAL SLATE RECTANGLE CHALKBOARD,666,3,1.45,3.29,1.6465765765765765,6496,10356.56,1.84,111.74700443179955
22607,WOODEN ROUNDERS GARDEN SET ,661,5,6.77,16.63,9.103146747352495,2427,21177.27,9.86,108.31419369206175
21524,DOORMAT SPOTTY HOME SWEET HOME,657,9,4.58,16.63,7.821293759512938,2746,19750.97,12.049999999999999,154.06658246717484
22197,POPCORN HOLDER,657,3,0.72,1.63,0.8432724505327245,30931,23427.71,0.9099999999999999,107.912928902767
23284,DOORMAT KEEP CALM AND COME IN,655,7,4.58,16.63,7.91351145038168,5342,35913.85,12.049999999999999,152.27121456201104
84987,SET OF 36 TEATIME PAPER DOILIES,654,3,1.25,2.92,1.4527675840978593,7843,11028.83,1.67,114.9530054414752
22966,GINGERBREAD MAN COOKIE CUTTER,654,3,1.06,2.46,1.2592813455657492,8220,9840.41,1.4,111.17452068433768
21892,TRADITIONAL WOODEN CATCH CUP GAME ,654,3,1.06,2.46,1.269006116207951,7389,8959.42,1.4,110.32255732411167
22730,ALARM CLOCK BAKELIKE IVORY,654,5,3.39,7.46,3.751788990825688,3615,13566.5,4.07,108.48158065265501
22027,TEA PARTY BIRTHDAY CARD,650,3,0.36,0.83,0.4201230769230769,10964,4461.17,0.47,111.87197890727994
23300,GARDENERS KNEELING PAD CUP OF TEA ,649,4,1.18,3.29,1.6653004622496148,6303,9963.39,2.1100000000000003,126.70386202557413
21888,BINGO SET,649,3,3.39,7.46,3.7833590138674884,3269,12064.95,4.07,107.57636230349435
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,647,5,0.85,1.49,1.2651159196290571,10377,12465.37,0.64,50.588249667086124
21086,SET/6 RED SPOTTY PAPER CUPS,647,3,0.53,1.63,0.6506800618238022,16070,9666.7,1.0999999999999999,169.0538967671441
21164,HOME SWEET HOME METAL SIGN ,647,4,2.0,3.21,2.931174652241113,5912,16103.84,1.21,41.2803788090505
47590A,BLUE HAPPY BIRTHDAY BUNTING,643,5,3.2,10.79,5.430886469673406,4757,23905.670000000002,7.589999999999999,139.75618975618974
22499,WOODEN UNION JACK BUNTING,643,3,4.95,12.46,5.9414618973561435,3177,18322.68,7.510000000000001,126.39986807525993
48138,DOOR MAT UNION FLAG,643,5,4.0,7.49,7.059751166407465,3738,24253.68,3.49,49.43517013186707
47559B,TEA TIME OVEN GLOVE,642,3,1.06,2.46,1.256791277258567,5076,6110.37,1.4,111.3947896785068
15036,ASSORTED COLOURS SILK FAN,641,7,0.48,0.83,0.7658034321372855,41078,28829.32,0.35,45.70363428943937
22212,FOUR HOOK  WHITE LOVEBIRDS,641,6,0.79,4.13,2.100171606864275,3781,7563.51,3.34,159.03462312714953
20679,EDWARDIAN PARASOL RED,641,5,3.0,12.46,5.81235569422777,6134,29140.670000000002,9.46,162.75672890072255
22750,FELTCRAFT PRINCESS LOLA DOLL,640,3,3.39,7.46,3.757265625,3146,11495.76,4.07,108.3234566361009
21668,RED STRIPE CERAMIC DRAWER KNOB,639,5,1.06,3.29,1.2775899843505478,9496,11582.0,2.23,174.54739214581443
71053,WHITE METAL LANTERN,638,3,3.39,8.29,3.682068965517241,4522,16058.44,4.899999999999999,133.07735530998312
21871,SAVE THE PLANET MUG,638,7,0.8,3.29,1.2929780564263322,11277,12722.380000000001,2.49,192.57867429568932
21912,VINTAGE SNAKES & LADDERS,636,4,2.62,7.46,3.783977987421384,3435,12337.97,4.84,127.90772081891124
84988,SET OF 72 PINK HEART PAPER DOILIES,634,4,1.25,2.92,1.457397476340694,7680,10852.65,1.67,114.58782021450449
23203,JUMBO BAG VINTAGE DOILY ,634,3,1.75,2.08,2.0620977917981076,10636,20674.68,0.33000000000000007,16.003120769177816
22752,SET 7 BABUSHKA NESTING BOXES,633,4,3.95,16.63,8.39266982622433,3579,28023.09,12.68,151.08422304877496
22492,MINI PAINT SET VINTAGE ,633,3,0.55,1.63,0.6517693522906793,43621,27120.489999999998,1.0799999999999998,165.70278982960465
22030,SWALLOWS GREETING CARD,632,3,0.36,0.83,0.4184651898734177,12664,5084.13,0.47,112.31519643059704
22489,PACK OF 12 TRADITIONAL CRAYONS,629,3,0.36,0.83,0.42486486486486486,17244,6954.45,0.47,110.62340966921118
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,625,6,1.8,5.79,2.728848,8858,21514.48,3.99,146.21554590068777
22356,CHARLOTTE BAG PINK POLKADOT,622,3,0.72,1.63,0.8587781350482314,8535,6880.09,0.9099999999999999,105.9645050172233
22090,PAPER BUNTING RETRO SPOTS,619,4,2.0,2.95,2.9142164781906303,7599,20735.050000000003,0.9500000000000002,32.59881368146793
22083,PAPER CHAIN KIT RETROSPOT,618,3,2.55,5.79,2.9445631067961164,5762,16111.460000000001,3.24,110.03330146064823
21901,"KEY FOB , BACK DOOR ",616,3,0.53,1.63,0.6601623376623377,6151,3922.4700000000003,1.0999999999999999,166.62568238823584
22745,POPPY'S PLAYHOUSE BEDROOM ,615,3,1.85,4.13,2.1062439024390245,3439,7049.05,2.28,108.24957154106256
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,614,3,0.72,1.8,0.8468729641693812,22134,17616.12,1.08,127.5279818454556
22196,SMALL HEART MEASURING SPOONS,614,3,0.72,1.63,0.8576221498371336,5894,4953.349999999999,0.9099999999999999,106.10733411827262
22969,HOMEMADE JAM SCENTED CANDLES,613,4,1.25,3.29,1.448988580750408,14588,21020.8,2.04,140.7878590004841
22274,FELTCRAFT DOLL EMILY,611,5,1.92,5.79,2.94986906710311,3728,10383.660000000002,3.87,131.19226351969905
85049A,TRADITIONAL CHRISTMAS RIBBONS,609,3,1.06,2.46,1.2683087027914615,5975,7388.08,1.4,110.38322112894872
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,609,3,1.06,2.46,1.2383251231527093,15343,17543.0,1.4,113.05593125944785
22766,PHOTO FRAME CORNICE,609,4,2.55,5.79,2.951855500821018,4343,12566.33,3.24,109.76147033954875
21918,SET 12 KIDS COLOUR  CHALK STICKS,609,3,0.36,0.83,0.4225615763546798,14255,5735.38,0.47,111.22639309862438
23321,SMALL WHITE HEART OF WICKER,605,5,1.11,1.69,1.6437851239669419,4283,6832.83,0.5799999999999998,35.28441713843276
22456,NATURAL SLATE CHALKBOARD LARGE ,605,3,3.67,4.95,4.881570247933884,4048,17795.56,1.2800000000000002,26.221070987184053
21670,BLUE SPOT CERAMIC DRAWER KNOB,605,5,0.85,1.49,1.2718677685950412,8204,10078.48,0.64,50.31969641836046
22619,SET OF 6 SOLDIER SKITTLES,605,3,3.39,7.46,3.8140661157024796,3901,14443.3,4.07,106.71026344414543
22508,DOORSTOP RETROSPOT HEART,604,4,3.39,7.46,3.7772682119205294,2741,10456.0,4.07,107.74982796179657
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,603,4,2.33,4.25,3.7075124378109456,4298,15218.460000000001,1.92,51.78674467599736
21218,RED SPOTTY BISCUIT TIN,603,3,3.25,8.29,3.7146102819237146,4737,16513.95,5.039999999999999,135.6804514467099
23344,JUMBO BAG 50'S CHRISTMAS ,602,4,1.75,4.13,2.0702990033222592,8954,17679.72,2.38,114.95924000256754
22940,FELTCRAFT CHRISTMAS FAIRY,602,3,3.75,8.29,4.2980066445182725,3446,14142.18,4.539999999999999,105.63036252608795
21523,DOORMAT FANCY FONT HOME SWEET HOME,594,9,4.58,15.79,7.734377104377105,4930,30453.78,11.209999999999999,144.93733430266724
22502,PICNIC BASKET WICKER SMALL,593,5,2.0,5.95,5.254806070826307,3067,15398.1,3.95,75.16928211546485
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,589,5,0.85,1.49,1.2679626485568762,9390,11297.98,0.64,50.47467295100625
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,589,7,1.66,4.96,2.5616638370118845,29498,57779.17,3.3,128.82252356145864
22144,CHRISTMAS CRAFT LITTLE FRIENDS,588,3,1.85,4.13,2.1329761904761906,4475,9171.300000000001,2.28,106.89289501590666
21770,OPEN CLOSED METAL SIGN,585,4,4.25,9.96,4.9445470085470085,2901,13951.560000000001,5.710000000000001,115.48075061537186
84050,PINK HEART SHAPE EGG FRYING PAN,585,4,1.25,4.13,1.6084957264957263,10206,14163.98,2.88,179.0492789355665
21671,RED SPOT CERAMIC DRAWER KNOB,585,5,0.85,1.49,1.2629059829059828,9027,10882.47,0.64,50.67677314564158
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,584,4,0.39,3.29,1.428664383561644,4795,6562.63,2.9,202.98679195531798
22169,FAMILY ALBUM WHITE PICTURE FRAME,582,4,5.64,16.63,8.372061855670102,2140,17040.74,10.989999999999998,131.2699331354899
21259,VICTORIAN SEWING BOX SMALL ,580,4,4.95,12.46,5.921741379310345,2283,13028.36,7.510000000000001,126.8208035264557
22627,MINT KITCHEN SCALES,577,4,0.76,16.63,8.459428076256499,1512,12525.99,15.87,187.60133494772683
22193,RED DINER WALL CLOCK,574,3,7.65,16.63,8.480296167247387,1803,14765.09,8.979999999999999,105.89252807800003
22549,PICTURE DOMINOES,573,3,1.25,3.29,1.475828970331588,6367,9023.99,2.04,138.22739904215692
22424,ENAMEL BREAD BIN CREAM,573,5,8.15,24.96,12.653804537521815,1328,15964.25,16.810000000000002,132.84542170818264
21622,VINTAGE UNION JACK CUSHION COVER,572,3,4.25,6.89,4.94972027972028,3563,18723.17,2.6399999999999997,53.336347324847054
35970,ZINC FOLKART SLEIGH BELLS,569,3,1.49,4.13,1.713409490333919,7898,12885.7,2.6399999999999997,154.07875437210876
22380,TOY TIDY SPACEBOY  ,569,6,0.79,4.13,2.089595782073814,4682,9102.8,3.34,159.83952631667478
21916,SET 12 RETRO WHITE CHALK STICKS,567,3,0.36,0.83,0.4246208112874779,10549,4267.42,0.47,110.68699119455059
82578,KITCHEN METAL SIGN,566,5,0.42,1.25,0.5536749116607774,5436,2904.1000000000004,0.8300000000000001,149.9074605909758
22079,RIBBON REEL HEARTS DESIGN ,563,3,1.45,3.29,1.6675488454706926,4783,7748.19,1.84,110.34159539000672
82551,LAUNDRY 15C METAL SIGN,562,5,1.06,2.46,1.3791103202846975,5388,7456.69,1.4,101.51472144092071
20973,12 PENCIL SMALL TUBE WOODLAND,562,3,0.55,1.25,0.6574733096085409,9255,5883.15,0.7,106.46820027063599
21974,SET OF 36 PAISLEY FLOWER DOILIES,560,4,1.25,2.92,1.4649821428571428,6655,9379.31,1.67,113.99456356123308
22804,CANDLEHOLDER PINK HANGING HEART,560,4,2.55,5.79,2.9306607142857146,4198,11768.5,3.24,110.55527459068834
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,559,4,5.88,8.5,8.376994633273704,3055,21914.02,2.62,31.276133204064287
21380,WOODEN HAPPY BIRTHDAY GARLAND,559,3,2.55,5.79,2.955939177101968,4902,13843.900000000001,3.24,109.60983314874997
21982,PACK OF 12 SUKI TISSUES ,558,9,0.2,0.83,0.31487455197132613,32050,9941.4,0.6299999999999999,200.0796812749004
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,556,3,0.72,1.63,0.8436870503597121,8143,6458.49,0.9099999999999999,107.85989895329256
21137,BLACK RECORD COVER FRAME,556,3,3.39,7.46,3.6290647482014387,19629,67209.44,4.07,112.15010704940134
22429,ENAMEL MEASURING JUG CREAM,555,3,3.75,8.29,4.252774774774775,2201,9088.29,4.539999999999999,106.7538310970262
21078,SET/20 STRAWBERRY PAPER NAPKINS ,555,4,0.64,1.63,0.8441261261261261,6566,5120.72,0.9899999999999999,117.28105189011504
22605,WOODEN CROQUET GARDEN SET,554,6,8.62,24.96,13.368718411552345,1724,21003.309999999998,16.340000000000003,122.2256277451403
23209,LUNCH BAG VINTAGE DOILY ,554,3,1.45,4.13,1.649783393501805,6452,10370.76,2.6799999999999997,162.44556773671195
22834,HAND WARMER BABUSHKA DESIGN,554,4,0.85,4.13,1.9800180505415164,7105,11196.53,3.28,165.6550554730019
21156,RETROSPOT CHILDRENS APRON,552,3,1.65,4.13,1.958514492753623,6682,12000.52,2.48,126.6265840347794
21756,BATH BUILDING BLOCK WORD,550,5,5.45,11.63,5.986781818181818,1599,9501.880000000001,6.180000000000001,103.22741311920505
22195,LARGE HEART MEASURING SPOONS,549,3,1.45,3.29,1.6814754098360656,4635,7548.87,1.84,109.42770790679536
21527,RED RETROSPOT TRADITIONAL TEAPOT ,546,4,4.75,7.95,7.8520695970695975,2348,16520.64,3.2,40.7535868147965
84946,ANTIQUE SILVER T-LIGHT GLASS,541,3,1.06,2.46,1.2428280961182994,12973,15206.42,1.4,112.6463108110118
20969,RED FLORAL FELTCRAFT SHOULDER BAG,538,4,2.66,7.46,3.777304832713755,3138,11335.41,4.8,127.07473218547479
21385,IVORY HANGING DECORATION  HEART,536,3,0.72,1.63,0.8521828358208955,10301,8456.33,0.9099999999999999,106.78459618626441
22663,JUMBO BAG DOLLY GIRL DESIGN,535,5,1.65,4.13,2.0070467289719627,5389,10249.81,2.48,123.56463674716187
22622,BOX OF VINTAGE ALPHABET BLOCKS,534,4,8.5,24.96,10.38934456928839,3119,29731.56,16.46,158.43155350393212
22131,FOOD CONTAINER SET 3 LOVE HEART ,533,3,1.65,4.13,1.9727392120075047,5032,8976.82,2.48,125.71352487469922
22729,ALARM CLOCK BAKELIKE ORANGE,533,3,3.39,7.46,3.760544090056285,2887,10637.94,4.07,108.22901959219107
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,532,4,0.42,1.25,0.7012593984962406,5562,3356.44,0.8300000000000001,118.35848500281449
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,529,3,0.42,1.25,0.5561625708884689,11675,5982.09,0.8300000000000001,149.2369396009653
22371,AIRLINE BAG VINTAGE TOKYO 78,529,6,3.75,8.29,4.778657844990548,1553,7094.23,4.539999999999999,95.00575574288641
23322,LARGE WHITE HEART OF WICKER,528,4,1.97,5.79,2.9476136363636365,2908,8184.700000000001,3.8200000000000003,129.5963606923937
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,526,4,2.66,7.46,3.75745247148289,2449,8969.27,4.8,127.74612683538923
22951,60 CAKE CASES DOLLY GIRL DESIGN,525,3,0.42,1.25,0.5577904761904763,9934,5092.86,0.8300000000000001,148.8013932522879
21411,GINGHAM HEART  DOORSTOP RED,525,7,1.95,8.29,4.089219047619048,1978,7281.34,6.339999999999999,155.0418289206461
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,525,3,2.55,5.79,2.954876190476191,2586,7323.260000000001,3.24,109.6492641702819
22192,BLUE DINER WALL CLOCK,524,4,4.0,16.63,8.461507633587786,1391,11511.78,12.629999999999999,149.26418017831085
22637,PIGGY BANK RETROSPOT ,523,4,2.1,4.96,2.5321414913957936,4408,10708.52,2.86,112.94787474231865
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,520,4,4.62,13.29,6.687230769230769,2344,14894.9,8.669999999999998,129.65007937055694
22584,PACK OF 6 PANNETONE GIFT BOXES,519,3,2.1,4.96,2.546281310211946,4856,11886.130000000001,2.86,112.3206610569647
21623,VINTAGE UNION JACK MEMOBOARD,519,4,6.38,9.95,9.767552986512523,7158,51465.619999999995,3.5699999999999994,36.549584168415734
22623,BOX OF VINTAGE JIGSAW BLOCKS ,518,4,4.25,12.46,5.312277992277993,2235,11329.42,8.21,154.54763496816582
22563,HAPPY STENCIL CRAFT,518,3,1.06,2.46,1.2478378378378379,5926,6842.65,1.4,112.19406541043968
20717,STRAWBERRY SHOPPER BAG,517,3,1.06,2.46,1.2577949709864602,5371,6398.53,1.4,111.30589899735499
22055,MINI CAKE STAND  HANGING STRAWBERY,514,3,0.39,1.65,1.5816731517509726,4511,6764.23,1.2599999999999998,79.66247632168073
22064,PINK DOUGHNUT TRINKET POT ,512,4,0.39,3.29,1.6318359375,6304,9450.6,2.9,177.71394374625973
22501,PICNIC BASKET WICKER LARGE,508,4,3.0,9.95,9.800433070866141,2070,18943.5,6.949999999999999,70.9152335386111
21932,SCANDINAVIAN PAISLEY PICNIC BAG,507,4,1.65,2.95,2.2255424063116367,3533,7302.76,1.3000000000000003,58.412726547613794
22431,WATERING CAN BLUE ELEPHANT,507,3,1.65,4.13,1.9600986193293886,3214,6072.999999999999,2.48,126.52424605290962
21390,FILIGRIS HEART WITH BUTTERFLY,507,3,1.06,2.46,1.2519132149901382,10710,12959.14,1.4,111.82883791278041
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,505,3,0.36,0.83,0.4177029702970297,8575,3445.03,0.47,112.52014790935812
22188,BLACK HEART CARD HOLDER,504,6,2.3,8.29,3.8298214285714285,12382,32379.54,5.989999999999999,156.4041590898494
21210,SET OF 72 RETROSPOT PAPER  DOILIES,502,3,1.25,2.92,1.4578685258964144,7370,10338.07,1.67,114.55079592812734
22746,POPPY'S PLAYHOUSE LIVINGROOM ,500,3,1.85,4.13,2.11274,2651,5422.22,2.28,107.91673372019272
22083,PAPER CHAIN KIT RETRO SPOT,496,5,0.5,2.95,2.8974798387096774,7354,19813.4,2.45,84.55623978012038
22418,10 COLOUR SPACEBOY PEN,494,3,0.72,1.63,0.8594736842105263,12284,10211.3,0.9099999999999999,105.87875076546234
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,494,3,0.29,1.63,0.5905668016194332,6693,3267.41,1.3399999999999999,226.90066497566326
22088,PAPER BUNTING COLOURED LACE,492,3,2.0,2.95,2.9046747967479676,4047,11113.45,0.9500000000000002,32.70589881743755
22644,CERAMIC CHERRY CAKE MONEY BANK,492,5,0.39,18.0,1.4366869918699188,4800,6316.679999999999,17.61,1225.736719247365
85049G,CHOCOLATE BOX RIBBONS ,491,3,1.06,2.46,1.260386965376782,3830,4656.75,1.4,111.07699765694431
22301,COFFEE MUG CAT + BIRD DESIGN,491,3,1.12,2.55,2.5195926680244396,4863,11162.79,1.4299999999999997,56.75520563890325
21933,PINK VINTAGE PAISLEY PICNIC BAG,490,4,1.65,2.95,2.2620408163265306,3815,8127.01,1.3000000000000003,57.470227354745596
21497,FANCY FONTS BIRTHDAY WRAP,488,3,0.34,0.42,0.41770491803278686,17575,7009.5,0.07999999999999996,19.15227629513343
21114,LAVENDER SCENTED FABRIC HEART,488,3,1.06,10.79,1.2668237704918033,5707,7065.43,9.729999999999999,768.0626324388152
22631,CIRCUS PARADE LUNCH BOX ,487,3,1.65,4.13,1.9409240246406572,5922,10891.279999999999,2.48,127.77419252457074
22037,ROBOT BIRTHDAY CARD,486,3,0.36,0.83,0.4201028806584362,6883,2861.44,0.47,111.87735710437381
21989,PACK OF 20 SKULL PAPER NAPKINS,486,3,0.64,0.85,0.8411522633744856,8102,5997.74,0.20999999999999996,24.96575342465753
22303,COFFEE MUG APPLES DESIGN,484,4,1.12,4.96,2.513904958677686,5323,12213.1,3.84,152.75040477345016
22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,483,4,0.64,1.63,0.8528571428571429,5033,3966.71,0.9899999999999999,116.08040201005024
20718,RED RETROSPOT SHOPPER BAG,482,3,1.06,2.46,1.2608713692946059,5676,6747.31,1.4,111.03432388850494
22636,CHILDS BREAKFAST SET CIRCUS PARADE,482,3,6.68,8.5,8.42039419087137,1611,13100.58,1.8200000000000003,21.61419000992946
85049C,ROMANTIC PINKS RIBBONS ,482,3,1.06,2.46,1.251721991701245,2982,3699.07,1.4,111.84592180067293
21704,BAG 250g SWIRLY MARBLES,479,3,0.72,1.63,0.8464718162839248,16938,12838.08,0.9099999999999999,107.50505598579392
22435,SET OF 9 HEART SHAPED BALLOONS,478,3,1.06,2.46,1.2522803347280336,4828,5923.04,1.4,111.79605406037521
21098,CHRISTMAS TOILET ROLL,478,3,1.06,2.46,1.2632426778242678,6681,7833.110000000001,1.4,110.82589470546344
23200,JUMBO BAG PEARS,477,6,1.65,4.13,2.0721383647798746,6733,13043.24,2.48,119.683127447112
22141,CHRISTMAS CRAFT TREE TOP ANGEL,477,3,1.85,4.13,2.1325995807127884,3141,6419.38,2.28,106.91177193413613
21745,GAOLERS KEYS DECORATIVE GARDEN ,475,6,2.0,8.29,3.7435789473684213,2707,9110.65,6.289999999999999,168.0210325047801
48184,DOORMAT ENGLISH ROSE ,475,8,4.58,8.25,7.7132,3204,20628.04,3.67,47.580770626977134
21703,BAG 125g SWIRLY MARBLES,472,4,0.27,0.83,0.42163135593220336,14501,5505.13,0.5599999999999999,132.81744635947942
21874,GIN AND TONIC MUG,471,6,0.95,1.65,1.2761358811040338,6257,7678.51,0.7,54.85309286926431
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,470,4,2.29,3.75,3.7323191489361704,4055,14624.91,1.46,39.11776945484811
37503,TEA TIME CAKE STAND IN GIFT BOX,469,4,7.46,10.75,10.619339019189766,2388,23827.8,3.29,30.98121261647997
22142,CHRISTMAS CRAFT WHITE FAIRY ,468,3,1.25,3.29,1.481196581196581,4198,5898.54,2.04,137.72648586266592
21260,FIRST AID TIN,467,3,2.75,3.4,3.239935760171306,3449,10932.35,0.6499999999999999,20.062126168996397
84832,ZINC WILLIE WINKIE  CANDLE STICK,464,3,0.72,1.63,0.8575646551724138,6237,5187.57,0.9099999999999999,106.11444799075167
22654,DELUXE SEWING KIT ,464,3,4.95,11.63,5.9911206896551725,2150,12196.02,6.680000000000001,111.4983380577579
22692,DOORMAT WELCOME TO OUR HOME,462,8,4.58,15.79,7.824220779220779,1937,13120.31,11.209999999999999,143.27305320641034
21935,SUKI  SHOULDER BAG,460,3,1.45,1.65,1.6321304347826087,5048,7942.62,0.19999999999999996,12.253922587176001
23203,JUMBO BAG DOILEY PATTERNS,458,4,1.65,2.08,2.046353711790393,8737,16741.260000000002,0.43000000000000016,21.012985073034372
22567,20 DOLLY PEGS RETROSPOT,458,4,1.06,1.45,1.278187772925764,5593,6822.83,0.3899999999999999,30.511948890521168
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,456,7,1.65,4.13,2.0593201754385966,7757,14632.970000000001,2.48,120.4280922208615
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,455,3,2.29,3.75,3.7372967032967033,3825,13823.91,1.46,39.06567007944862
22061,LARGE CAKE STAND  HANGING STRAWBERY,453,5,2.95,9.95,9.55679911699779,2104,17533.95,6.999999999999999,73.24628167133648
21155,RED RETROSPOT PEG BAG,451,4,1.69,4.96,2.435210643015521,3308,7517.35,3.27,134.27996503623848
84792,ENCHANTED BIRD COATHANGER 5 HOOK,450,5,2.8,9.13,4.622622222222223,2229,9456.53,6.330000000000001,136.9352652174331
22156,HEART DECORATION WITH PEARLS ,449,3,0.72,1.63,0.8552115812917594,5882,4956.67,0.9099999999999999,106.4064168337717
21498,RED RETROSPOT WRAP ,448,3,0.34,0.42,0.4174553571428571,14472,5893.24,0.07999999999999996,19.16372580472676
22998,TRAVEL CARD WALLET KEEP CALM,448,3,0.36,0.83,0.4276785714285714,11769,4693.4,0.47,109.89561586638831
22045,SPACEBOY GIFT WRAP,447,3,0.34,0.42,0.41883668903803134,13767,5656.14,0.07999999999999996,19.100523448349524
84030E,ENGLISH ROSE HOT WATER BOTTLE,446,4,1.5,8.29,4.249798206278027,2135,8665.16,6.789999999999999,159.77229201069952
16161P,WRAP ENGLISH ROSE ,444,3,0.34,0.42,0.4189639639639639,13298,5477.4,0.07999999999999996,19.094720997742172
22847,BREAD BIN DINER STYLE IVORY,444,5,11.63,33.29,16.495225225225226,1078,16779.34,21.659999999999997,131.31072600861836
22725,ALARM CLOCK BAKELIKE CHOCOLATE,442,3,3.39,7.46,3.7846380090497735,2330,8607.84,4.07,107.54000753223619
21890,S/6 WOODEN SKITTLES IN COTTON BAG,441,6,1.98,5.79,3.0597959183673473,3344,9489.36,3.81,124.51810845061027
22751,FELTCRAFT PRINCESS OLIVIA DOLL,439,3,3.39,7.46,3.7739635535307516,2259,8205.29,4.07,107.84417873331846
22941,CHRISTMAS LIGHTS 10 REINDEER,437,3,6.5,8.5,8.446109839816934,2568,20279.4,2.0,23.67954049770384
48185,DOORMAT FAIRY CAKE,435,9,4.58,15.79,7.760114942528736,4786,29323.2,11.209999999999999,144.45662316887115
22432,WATERING CAN PINK BUNNY,434,5,1.18,4.13,1.9406451612903226,3363,6155.75,2.95,152.01130319148936
21902,"KEY FOB , FRONT  DOOR ",434,3,0.53,1.63,0.6596313364055301,5320,3306.34,1.0999999999999999,166.7598155651809
22089,PAPER BUNTING VINTAGE PAISLEY,434,4,2.0,2.95,2.92852534562212,3205,8868.7,0.9500000000000002,32.43953484712584
85014B,RED RETROSPOT UMBRELLA,434,3,4.95,12.46,6.043525345622119,2649,14653.320000000002,7.510000000000001,124.26521889976325
22300,COFFEE MUG DOG + BALL DESIGN,432,3,1.12,2.55,2.5237731481481482,4025,9281.49,1.4299999999999997,56.66119401616112
23263,SET OF 3 WOODEN HEART DECORATIONS,431,4,1.04,2.5,1.3159628770301623,3747,4829.08,1.46,110.94537889206248
22908,PACK OF 20 NAPKINS RED APPLES,430,4,0.64,1.63,0.845906976744186,5479,4288.09,0.9899999999999999,117.03414526859844
84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,429,3,2.29,3.75,3.731491841491841,4203,15085.89,1.46,39.126442238616704
